"CODIGO";"ID FABRICANTE";"CATEGORIA";"DETALLE";"IMAGEN";"IVA";"STOCK";"GARANTIA";"MONEDA";"PRECIO";"PRECIO FINAL";"COTIZACION DOLAR";"PRECIO PESOS SIN IVA";"PRECIO PESOS CON IVA";"ATRIBUTOS";"PRECIO USD CON UTILIDAD";"PRECIO PESOS CON UTILIDAD";"CATEGORIA_USUARIO";"UTILIDAD";"DETALLE_USUARIO";"PESO";"ALTO";"ANCHO";"LARGO";"";"IMPUESTO_INTERNO";"MARCA"
"121383";"21681";"ACCESORIOS";"ACCESORIOS TRUST BASE DE CARGA DOBLE PARA MANDOS PS4 GXT235";"https://static.nb.com.ar/i/nb_ACCESORIOS-TRUST-BASE-DE-CARGA-DOBLE-PARA-MANDOS-PS4-GXT235_export_a405b10d15bccea6cc94d36481976776.png";"10.5%";"20";"12 meses";"U$S";"11.57";"12.78";"1500";"17353.8";"19175.95";"Compatibility:PS4
Extra Information:Base de carga
Total weight:63 g";"12.78";"19175.96";"";"";"ACCESORIOS TRUST BASE DE CARGA DOBLE PARA MANDOS PS4 GXT235";"115";"75";"40";"110";"";"0";"TRUST"
"121382";"25764";"ACCESORIOS";"ACCESORIOS TRUST ESTUCHE RIGIDO XL PARA NINTENDO SWITCH 2 RED GXT1252RB";"https://static.nb.com.ar/i/nb_ACCESORIOS-TRUST-ESTUCHE-RIGIDO-XL-PARA-NINTENDO-SWITCH-2-RED-GXT1252RB_export_a0fdf6632297003af5959f25fdf07cc7.png";"10.5%";"20";"12 meses";"U$S";"17.78";"19.65";"1500";"26676";"29476.98";"Weight of main unit:372 g
Extra Information:Estuche rígido XL
Compatibility:Nintendo Switch 2";"19.65";"29476.98";"";"";"ACCESORIOS TRUST ESTUCHE RIGIDO XL PARA NINTENDO SWITCH 2 RED GXT1252RB";"400";"140";"115";"300";"";"0";"TRUST"
"121380";"25762";"ACCESORIOS";"ACCESORIOS TRUST ESTUCHE RIGIDO XL PARA NINTENDO SWITCH 2 BLACK GXT1252";"https://static.nb.com.ar/i/nb_ACCESORIOS-TRUST-ESTUCHE-RIGIDO-XL-PARA-NINTENDO-SWITCH-2-BLACK-GXT1252_export_0fa7c7d4b8a398563824b637f61e944d.png";"10.5%";"20";"12 meses";"U$S";"18.08";"19.98";"1500";"27120.6";"29968.26";"    Weight of main unit:372 g
Extra Information:Estuche rígido XL
Compatibility:Nintendo Switch 2";"19.98";"29968.26";"";"";"ACCESORIOS TRUST ESTUCHE RIGIDO XL PARA NINTENDO SWITCH 2 BLACK GXT1252";"400";"130";"110";"280";"";"0";"TRUST"
"121375";"25415";"ACCESORIOS";"ACCESORIOS TRUST ESTUCHE RIGIDO PARA NINTENDO SWITCH BLACK GXT1248";"https://static.nb.com.ar/i/nb_ACCESORIOS-TRUST-ESTUCHE-RIGIDO-PARA-NINTENDO-SWITCH-BLACK-GXT1248_export_2b316b02d136923377790c0639181825.png";"10.5%";"10";"12 meses";"U$S";"8.83";"9.76";"1500";"13243.2";"14633.74";"Compatibility:gaming console, accessories
Extra Information:Estuche rígido
Weight of main unit:220 g";"9.76";"14633.73";"";"";"ACCESORIOS TRUST ESTUCHE RIGIDO PARA NINTENDO SWITCH BLACK GXT1248";"250";"130";"60";"270";"";"0";"TRUST"
"121376";"25424";"ACCESORIOS";"ACCESORIOS TRUST ESTUCHE RIGIDO XXL PARA NINTENDO SWITCH BLACK GXT1247";"https://static.nb.com.ar/i/nb_ACCESORIOS-TRUST-ESTUCHE-RIGIDO-XXL-PARA-NINTENDO-SWITCH-BLACK-GXT1247_export_8e25c17a7f69134943f39f8008e792cd.png";"10.5%";"17";"12 meses";"U$S";"20.78";"22.96";"1500";"31164.9";"34437.21";"Height of main product (in mm):130 mm
Compatibility:aming console, accessories
Weight of main unit:658 g
Depth of main product (in mm):210 mm
Width of main product (in mm):310 mm";"22.96";"34437.21";"";"";"ACCESORIOS TRUST ESTUCHE RIGIDO XXL PARA NINTENDO SWITCH BLACK GXT1247";"760";"220";"120";"300";"";"0";"TRUST"
"119204";"25244";"ACCESORIOS";"ACCESORIOS TRUST MOCHILA LISBOA BLACK BACKPACK 16";"https://static.nb.com.ar/i/nb_ACCESORIOS-TRUST-MOCHILA-LISBOA-BLACK-BACKPACK-16_export_0bca011e013274a86845a2f5b70a660e.png";"10.5%";"20";"12 meses";"U$S";"30.07";"33.23";"1500";"45108";"49844.34";"Exterior:Compatibility
General: Number of compartments 3
Size & Weight:Volume 23 L
Sustainability:Plastic material POM, RPET Polyester, RPET twill polyester
Compatibility:Max. laptop size 16 "" Compatible Device Types laptop";"33.23";"49844.34";"";"";"ACCESORIOS TRUST MOCHILA LISBOA BLACK BACKPACK 16";"500";"140";"243";"140";"";"0";"TRUST"
"119203";"25246";"ACCESORIOS";"ACCESORIOS TRUST FUNDA LISBOA BLACK 16";"https://static.nb.com.ar/i/nb_ACCESORIOS-TRUST-FUNDA-LISBOA-BLACK-16_export_f613ebffdbe1f745d5fd1bf9f140dd4d.png";"10.5%";"13";"12 meses";"U$S";"19.05";"21.05";"1500";"28570.8";"31570.73";"General: Type of bag carry bag
Información extra:Número de referencia 25246 Código EAN 8713439252460";"21.05";"31570.74";"";"";"ACCESORIOS TRUST FUNDA LISBOA BLACK 16";"500";"140";"243";"140";"";"0";"TRUST"
"119207";"21248";"ACCESORIOS";"ACCESORIOS TRUST FUNDA NOTEBOOK PRIMO SLEEVE 15.6 BLACK";"https://static.nb.com.ar/i/nb_ACCESORIOS-TRUST-FUNDA-NOTEBOOK-PRIMO-SLEEVE-15.6-BLACK_export_f7195840e446f8f88a234dbf9b612999.png";"10.5%";"15";"12 meses";"U$S";"24.91";"27.53";"1500";"37364.7";"41287.99";"Protection:Type of case softcase Waterproof No Shock absorption Yes Hardened bottom No
Size & Weight:Total weight 24 g
General: Type of bag sleeve Number of compartments 1
Interior: Laptop Compartment Depth (mm) 20 mm
Compatibility:Max. laptop size 15.6 "" Compatible Device Types laptop
Exterior:Fabric type polyester";"27.53";"41288";"";"";"ACCESORIOS TRUST FUNDA NOTEBOOK PRIMO SLEEVE 15.6 BLACK";"500";"140";"243";"140";"";"0";"TRUST"
"119202";"24449";"ACCESORIOS";"ACCESORIOS TRUST MALETIN BOLOGNA NOTEBOOK 16 ECO RED";"https://static.nb.com.ar/i/nb_ACCESORIOS-TRUST-MALETIN-BOLOGNA-NOTEBOOK-16-ECO-RED_export_0576d1eb24fc4985f03dd27a3c2c115d.png";"10.5%";"20";"12 meses";"U$S";"10.09";"11.15";"1500";"15138";"16727.49";"General: Type of bag carry bag Number of compartments 2
Size & Weight:Laptop Compartment Size (inch) 16 ""
Interior:Laptop Compartment Depth (mm) 38 mm
Protection:Type of case softcase Waterproof No Shock absorption Yes Hardened bottom No
Compatibility:Max. laptop size 16 "" Max. weight 2.5 kg Compatible Device Types laptop
Exterior:Fabric type polyester";"11.15";"16727.49";"";"";"ACCESORIOS TRUST MALETIN BOLOGNA NOTEBOOK 16 ECO RED";"500";"140";"243";"140";"";"0";"TRUST"
"102535";"AC-HUEHU-A1";"ACCESORIOS";"ACCESORIOS NZXT HUE 2 KIT ILUMINACION AMBIENTE RGB 21-26";"https://static.nb.com.ar/i/nb_ACCESORIOS-NZXT-HUE-2-KIT-ILUMINACION-AMBIENTE-RGB-21-26_export_abfaa56e00e1654815e87f7de5090dd7.jpg";"21.0%";"14";"12 meses";"U$S";"189.09";"228.8";"1500";"283633.61";"343196.66";"Marca:NZXT
EAN:5060301694297
Código universal de producto:5060301694297
Modelo:AC-HUEHU-A1
Dimensiones del producto:76 x 100 x 15mm,
Voltaje de salida:5V DC
Voltaje de entrada:12V DC, 2A
Largo del cable LED:300mm x2, 250mm x4, 200mm x2";"228.8";"343196.66";"";"";"ACCESORIOS NZXT HUE 2 KIT ILUMINACION AMBIENTE RGB 21-26";"350";"80";"30";"110";"";"0";"NZXT                                              "
"118910";"24450";"ACCESORIOS";"ACCESORIOS TRUST MALETIN BOLOGNA NOTEBOOK 16 ECO GREEN";"https://static.nb.com.ar/i/nb_ACCESORIOS-TRUST-MALETIN-BOLOGNA-NOTEBOOK-16-ECO-GREEN_export_e81260dce2877f73c56ca9753ecf4113.png";"10.5%";"20";"12 meses";"U$S";"10.09";"11.15";"1500";"15138";"16727.49";"Marca:Trust
Color:Green
 Fabric type:polyester
Max. weight: 2.5 kg
Laptop Compartment Size (inch):16 \""
Size :40 mm  290 mm 410 mm
Modelo:Bologna";"11.15";"16727.49";"";"";"ACCESORIOS TRUST MALETIN BOLOGNA NOTEBOOK 16 ECO GREEN";"500";"140";"243";"140";"";"0";"TRUST"
"118896";"23333";"ACCESORIOS";"ACCESORIOS TRUST KAZUN PUNTERO LASER";"https://static.nb.com.ar/i/nb_ACCESORIOS-TRUST-KAZUN-PUNTERO-LASER_export_103a38a0968ca771806d0a9f34e1dfbb.png";"10.5%";"20";"24 meses";"U$S";"18.92";"20.91";"1500";"28383.3";"31363.55";"Connection type:wireless
Wireless protocols:RF 2.4GHz
Power saving:yes
Controls:forward, backward, black screen button, laser button, start / stop presentation
Number of buttons:4
Compatible Device Types:pc, laptop
Laser pointer:aser class 2
USB version:2.0 USB";"20.91";"31363.55";"";"";"ACCESORIOS TRUST KAZUN PUNTERO LASER";"100";"20";"150";"40";"";"0";"TRUST"
"118876";"25124";"ACCESORIOS";"ACCESORIOS TRUST MOCHILA LISBOA 16";"https://static.nb.com.ar/i/nb_ACCESORIOS-TRUST-MOCHILA-LISBOA-16_export_c761d653c97f0ca486302b1cef62352e.png";"10.5%";"20";"12 meses";"U$S";"30.07";"33.23";"1500";"45108";"49844.34";"Laptop Compartment Size (inch):16 ""
Type of bag:backpack
 Plastic material:POM, RPET Polyester, RPET twill polyester,
Number of compartments:3
Recycled content %:37 %
 Fabric type:polyester
 Volume:23 L";"33.23";"49844.34";"";"";"ACCESORIOS TRUST MOCHILA LISBOA 16";"800";"300";"460";"160";"";"0";"TRUST"
"118902";"25033";"ACCESORIOS";"POWERBANK TRUST REDOH 10000 GREEN";"https://static.nb.com.ar/i/nb_POWERBANK-TRUST-REDOH-10000-GREEN_export_34b84e7e4a2dc286eb72c18eba059c73.png";"21.0%";"20";"12 meses";"U$S";"19.68";"23.81";"1500";"29520";"35719.2";"Capacidad de la batería:10000 mAh
Voltaje de la batería:3.7V
Formato de salida:USB
Tipo de cargador:Portátil
Tipo de cargador:Powerbank
Tipo de conector:USB-C
 Protections: over-charge, over-load, over-heat, short-circuit
Recycled content %:50%
Indicators:Battery level, Charging, Battery empty";"23.81";"35719.2";"";"";"POWERBANK TRUST REDOH 10000 GREEN";"500";"140";"243";"140";"";"0";"TRUST"
"118877";"24982";"ACCESORIOS";"ACCESORIOS TRUST FUNDA LISBOA 16";"https://static.nb.com.ar/i/nb_ACCESORIOS-TRUST-FUNDA-LISBOA-16_export_846be0c719fb418a9bc6baa37b0a3850.png";"10.5%";"20";"12 meses";"U$S";"12.46";"13.76";"1500";"18684";"20645.82";"Type of bag:sleeve
 Max. laptop size:15.6 ""
Recycled content %:29 %
Size :285mm 25mm 400mm
 Plastic material:POM, RPET Polyester, RPET twill polyester,";"13.76";"20645.82";"";"";"ACCESORIOS TRUST FUNDA LISBOA 16";"500";"140";"243";"140";"";"0";"TRUST"
"118899";"25029";"ACCESORIOS";"POWERBANK TRUST PRIMO 10000 ECO GREEN";"https://static.nb.com.ar/i/nb_POWERBANK-TRUST-PRIMO-10000-ECO-GREEN_export_5fd9a6904a6154dedf4e782370723a3c.png";"21.0%";"20";"12 meses";"U$S";"15.23";"18.43";"1500";"22850.55";"27649.17";"Number of USB ports:3
Indicators:Battery level
Input port:micro-USB USB-C
Max Input Power :5V/2A/10W
Total output power (max): A, W:3A/15W
Battery composition (Alkaline, Li-ion, etc.) :Lithium-ion polymer
Battery voltage (Volt) :3.7 V
Fast re-charging :yes
Protections:over-charge, over-current, over-discharge, over-heat, over-load, short-circuit
Battery capacity (mAh):10000 mAh";"18.43";"27649.17";"";"";"POWERBANK TRUST PRIMO 10000 ECO GREEN";"500";"140";"243";"140";"";"0";"TRUST"
"118226";"EP-TA800XBEGAR";"ACCESORIOS";"ACCESORIOS SAMSUNG CARGADOR 25W CABLE TIPO-C";"https://static.nb.com.ar/i/nb_ACCESORIOS-SAMSUNG-CARGADOR-25W-CABLE-TIPO-C_export_1f0c8395141f81648a06717825acbdcc.jpg";"21.0%";"1";"12 meses";"U$S";"24.29";"29.39";"1500";"36432.89";"44083.79";"Incluye cable:Sí
 Marca del cargador:Samsung
Tipo de cargador:De pared
Tipo de velocidad de carga:Ultra rápido
Marcas de dispositivos móviles compatibles:Samsung
Modelos de dispositivos móviles compatibles:samsung
Voltaje de entrada:110V/220V (Bivolt)
Condición del ítem:Nuevo
 Modelo del cargador:EP-TA800XBEGAR
Voltaje de salida:110V/220V (Bivolt)
Tipo de conector:Tipo C a C
Incluye cable:Sí
Voltaje de entrada:110V/220V (Bivolt)
Condición del ítem:Nuevo
 Modelo del cargador:EP-TA800XBEGAR
Voltaje de salida:5V, 3A o 9V, 2.77A
Compatibilidad:Galaxy
Dispositivo de uso:Celular
Es de carga rápida:Sí
Modelos de dispositivos móviles compatibles:Samsung,Motorola,LG
Tipo de conector:tipo C
 Marca del cargador:Samsung
Tipo de cargador:De pared
Tipo de velocidad de carga:Rápida
Marcas de dispositivos móviles compatibles:Samsung,Motorola,LG";"29.39";"44083.79";"";"";"ACCESORIOS SAMSUNG CARGADOR 25W CABLE TIPO-C";"500";"140";"243";"140";"";"0";"SAMSUNG"
"118032";"24679";"ACCESORIOS";"POWERBANK TRUST PRIMO 5000 ECO";"https://static.nb.com.ar/i/nb_POWERBANK-TRUST-PRIMO-5000-ECO_export_dbf92bac4d920ff035ffb29e904168a7.png";"21.0%";"20";"12 meses";"U$S";"12.53";"15.16";"1500";"18794.55";"22741.41";"Watt-hour rating:18.5 Wh
Number of USB ports:2
Input port: micro-USB USB-C
Input power:Input power
 Safe & certified battery:yes
Fast re-charging:yes
 Flashlight:no
Battery capacity (mAh):5000 mAh
Accessories:USB-C charge cable
Indicators:Battery level";"15.16";"22741.41";"";"";"POWERBANK TRUST PRIMO 5000 ECO";"250";"140";"20";"70";"";"0";"TRUST"
"116467";"M022-10-000178";"ACCESORIOS";"ACCESORIOS EVGA BRACKET IO INTEL LGA1700 RETENTION KIT";"https://static.nb.com.ar/i/nb_ACCESORIOS-EVGA-BRACKET-IO-INTEL-LGA1700-RETENTION-KIT_export_5ea374cfac7e33e6c933422cce463c18.jpeg";"21.0%";"20";"6 meses";"U$S";"3.79";"4.59";"1500";"5688.9";"6883.57";"Marca:EVGA
Retention :LGA1700";"4.59";"6883.58";"";"";"ACCESORIOS EVGA BRACKET IO INTEL LGA1700 RETENTION KIT";"450";"150";"50";"150";"";"0";"EVGA                                              "
"121597";"25803";"ACCESORIOS";"ACCESORIOS TRUST GXT701 RUEDA DE GEL CON LED PARA ESCRITORIO";"https://static.nb.com.ar/i/nb_ACCESORIOS-TRUST-GXT701-RUEDA-DE-GEL-CON-LED-PARA-ESCRITORIO_export_0bb5934b95badfe677c88feccca92e43.png";"21.0%";"20";"12 meses";"U$S";"15.88";"19.22";"1500";"23820.3";"28822.56";"Number of wheels:5
IlluminatedIlluminated:Yes
Plastic material:Polypropylene, PU";"19.22";"28822.56";"";"";"ACCESORIOS TRUST GXT701 RUEDA DE GEL CON LED PARA ESCRITORIO";"1460";"130";"80";"220";"";"0";"TRUST"
"121581";"25573";"ACCESORIOS";"ACCESORIOS TRUST CALYX ADAPTADOR USB-A USB-C 2 PACK";"https://static.nb.com.ar/i/nb_ACCESORIOS-TRUST-CALYX-ADAPTADOR-USB-A-USB-C-2-PACK_export_3a1615ec8e8c139193c75726f321cf9c.png";"21.0%";"20";"12 meses";"U$S";"8.78";"10.63";"1500";"13176";"15942.96";"";"10.63";"15942.96";"";"";"ACCESORIOS TRUST CALYX ADAPTADOR USB-A USB-C 2 PACK";"35";"160";"10";"95";"";"0";"TRUST"
"121578";"25669";"ACCESORIOS";"ACCESORIOS TRUST MOCHILA JERSEY TRAVEL";"https://static.nb.com.ar/i/nb_ACCESORIOS-TRUST-MOCHILA-JERSEY-TRAVEL_export_2125c7038ddc88eb85b0b1644c913986.png";"10.5%";"20";"12 meses";"U$S";"50.08";"55.33";"1500";"75114";"83000.97";"Recycled PET bottles:19
Volume:25 L
Laptop Compartment Size (inch):17 ""
Material backside:Polyester";"55.33";"83000.97";"";"";"ACCESORIOS TRUST MOCHILA JERSEY TRAVEL";"850";"480";"200";"300";"";"0";"TRUST"
"121591";"24168";"ACCESORIOS";"ACCESORIOS TRUST CABLE USB-C USB 3 METROS PARA CARGA DE JOYSTICK PS5";"https://static.nb.com.ar/i/nb_ACCESORIOS-TRUST-CABLE-USB-C-USB-3-METROS-PARA-CARGA-DE-JOYSTICK-PS5_export_788063b51ff4b1056d0262a1002c425c.png";"21.0%";"20";"12 meses";"U$S";"9.34";"11.3";"1500";"14004";"16944.84";"USB version:2.0
Max power supported:15W (5V/3A)
Cable length main cable:300 cm
USB speed:480 Mbps";"11.3";"16944.84";"";"";"ACCESORIOS TRUST CABLE USB-C USB 3 METROS PARA CARGA DE JOYSTICK PS5";"125";"180";"25";"90";"";"0";"TRUST"
"122580";"IT-ALM";"ACCESORIOS";"ACCESORIOS INTELAID ALMOHADA LUMBAR ERGONOMICA";"https://static.nb.com.ar/i/nb_ACCESORIOS-INTELAID-ALMOHADA-LUMBAR-ERGONOMICA_export_2336efa9c5651b0582d18f9c62abc071.png";"21.0%";"5";"12 meses";"U$S";"30.74";"37.2";"1500";"46110";"55793.1";"";"37.2";"55793.1";"";"";"ACCESORIOS INTELAID ALMOHADA LUMBAR ERGONOMICA";"500";"140";"243";"140";"";"0";"INTELAID"
"122548";"FMG";"ACCESORIOS";"FLUXMAX PASTERMAX GEL JERINGA 10CC";"https://static.nb.com.ar/i/nb_FLUXMAX-PASTERMAX-GEL-JERINGA-10CC_export_62eb83c7d6736f3b015a7f9003b32b86.png";"21.0%";"20";"6 meses";"U$S";"3.68";"4.45";"1500";"5515.65";"6673.94";"Marca:PASTERMAX 
Presentacion:10CC";"4.45";"6673.94";"";"";"FLUXMAX PASTERMAX GEL JERINGA 10CC";"500";"140";"243";"140";"";"0";"PASTERMAX"
"121589";"25766";"ACCESORIOS";"ACCESORIOS TRUST ESTUCHE DE SILICONA PARA NINTENDO SWITCH 2 WHITE GXT1253";"https://static.nb.com.ar/i/nb_ACCESORIOS-TRUST-ESTUCHE-DE-SILICONA-PARA-NINTENDO-SWITCH-2-WHITE-GXT1253_export_4bd039d35341e39953ca3aeea296f7f9.png";"10.5%";"20";"12 meses";"U$S";"10.47";"11.57";"1500";"15705.6";"17354.69";"Funda :silicona
    Compatible Consoles:Nintendo Switch 2";"11.57";"17354.69";"";"";"ACCESORIOS TRUST ESTUCHE DE SILICONA PARA NINTENDO SWITCH 2 WHITE GXT1253";"200";"280";"35";"130";"";"0";"TRUST"
"121590";"26048";"ACCESORIOS";"ACCESORIOS TRUST VOLANTE PARA NINTENDO JOY-CON SWITCH 2";"https://static.nb.com.ar/i/nb_ACCESORIOS-TRUST-VOLANTE-PARA-NINTENDO-JOY-CON-SWITCH-2_export_2a042c456420a709d70fcf8faf24a268.png";"10.5%";"20";"12 meses";"U$S";"7.17";"7.93";"1500";"10758";"11887.59";"Total weight:170 g
Compatible Consoles:Nintendo Switch 2";"7.93";"11887.59";"";"";"ACCESORIOS TRUST VOLANTE PARA NINTENDO JOY-CON SWITCH 2 ";"240";"150";"65";"155";"";"0";"TRUST"
"121588";"25980";"ACCESORIOS";"ACCESORIOS TRUST RETROILUMINACION PARA MONITOR VYBZ RGB GXT907";"https://static.nb.com.ar/i/nb_ACCESORIOS-TRUST-RETROILUMINACION-PARA-MONITOR-VYBZ-RGB-GXT907_export_ab095a882631f0e0ea627bb845e3ec63.png";"21.0%";"20";"12 meses";"U$S";"32.12";"38.87";"1500";"48186";"58305.06";"    Total weight:215 g
Compatible Device Types:pc, laptop";"38.87";"58305.06";"";"";"ACCESORIOS TRUST RETROILUMINACION PARA MONITOR VYBZ RGB GXT907";"500";"250";"30";"360";"";"0";"TRUST"
"121600";"25782";"ACCESORIOS";"ACCESORIOS TRUST SOPORTE PARA AURICULAR PS5 GXT223";"https://static.nb.com.ar/i/nb_ACCESORIOS-TRUST-SOPORTE-PARA-AURICULAR-PS5-GXT223_export_c1ba3e4e9097d3ad12f01d17a93b680e.png";"21.0%";"20";"12 meses";"U$S";"6.4";"7.74";"1500";"9594";"11608.74";"    Plastic material:ABS
Compatible Device Type:aming console
Size & Weight:16 g 82mm 32mm 45mm";"7.74";"11608.74";"";"";"ACCESORIOS TRUST SOPORTE PARA AURICULAR PS5 GXT223";"50";"125";"35";"90";"";"0";"TRUST"
"121596";"25804";"ACCESORIOS";"ACCESORIOS TRUST GXT702 RUEDA DE GEL PARA ESCRITORIO";"https://static.nb.com.ar/i/nb_ACCESORIOS-TRUST-GXT702-RUEDA-DE-GEL-PARA-ESCRITORIO_export_bef9f74bd76bd7f96587eab8fded82f8.png";"21.0%";"20";"12 meses";"U$S";"12.64";"15.3";"1500";"18963.9";"22946.32";"    Number of wheels:5
Plastic material:Polypropylene, PU";"15.3";"22946.33";"";"";"ACCESORIOS TRUST GXT702 RUEDA DE GEL PARA ESCRITORIO";"1400";"130";"80";"220";"";"0";"TRUST"
"121602";"26062";"ACCESORIOS";"ACCESORIOS TRUST DALYX 5 EN 1 MULTIPORT ADAPTADOR";"https://static.nb.com.ar/i/nb_ACCESORIOS-TRUST-DALYX-5-EN-1-MULTIPORT-ADAPTADOR_export_6d9d2d332e2532c1a21942410a755783.png";"21.0%";"20";"12 meses";"U$S";"18.52";"22.4";"1500";"27774";"33606.54";"Connections for:HDMI, USB-A, USB-C
USB version:3.2 gen 1
Connector from - to:USB-C";"22.4";"33606.54";"";"";"ACCESORIOS TRUST DALYX 5 EN 1 MULTIPORT ADAPTADOR";"90";"145";"20";"130";"";"0";"TRUST"
"111356";"PASTERMAX A90";"ACCESORIOS";"GRASA SILICONADA PASTERMAX PARA CPU A90 (GRIS) PASTA TERMICA";"https://static.nb.com.ar/i/nb_GRASA-SILICONADA-PASTERMAX-PARA-CPU-A90-(GRIS)-PASTA-TERMICA_export_777309c3a43365a5f028c16d7c3e4a8c.jpg";"21.0%";"20";"6 meses";"U$S";"2.29";"2.77";"1500";"3433.04";"4153.97";"Marca:Pastermax
Código universal de producto:7798365790041
Modelo:A90 ALUMINIO
Tipo de envase:Jeringa en caja
Formato de venta:Unidad
Peso de la unidad:4 g";"2.77";"4153.97";"";"";"GRASA SILICONADA PASTERMAX PARA CPU A90 (GRIS) PASTA TERMICA";"80";"150";"30";"80";"";"0";"Pastermax"
"102725";"CPU B30 BLANCA";"ACCESORIOS";"GRASA SILICONADA PASTERMAX PARA CPU B30 (BLANCA) PASTA TERMICA";"https://static.nb.com.ar/i/nb_GRASA-SILICONADA-PASTERMAX-PARA-CPU-B30-(BLANCA)-PASTA-TERMICA_export_77fa390dbd3e3a9ab0c79ff6581115bf.jpg";"21.0%";"20";"6 meses";"U$S";"1.37";"1.66";"1500";"2056.77";"2488.69";"Rango de temperatura:30 a 240º C
Peso de la unidad:4 g
Modelo:B30
Color:Blanco
Tipo de envase:Jeringa";"1.66";"2488.7";"";"";"GRASA SILICONADA PASTERMAX PARA CPU B30 (BLANCA) PASTA TERMICA";"80";"150";"20";"80";"";"0";"Pastermax"
"122866";"26049";"ACCESORIOS";"TRUST  GXT1256 BASE DE CARGA PARA NINTENDO SWITCH 2";"https://static.nb.com.ar/i/nb_TRUST--GXT1256-BASE-DE-CARGA-PARA-NINTENDO-SWITCH-2_export_6ce7bd0feef56dae1f6beef061de9522.png";"10.5%";"20";"12 meses";"U$S";"19.62";"21.68";"1500";"29426.4";"32516.17";"System Requirements:Puerto USB-A
    Compatible Consoles:Nintendo Switch 2
Package Contents:Base de carga Cable USB-A-C  Manual del usuario
    Total weight:190 g";"21.68";"32516.18";"";"";"TRUST  GXT1256 BASE DE CARGA PARA NINTENDO SWITCH 2";"230";"140";"40";"90";"";"0";"TRUST"
"122862";"25765";"ACCESORIOS";"TRUST  GXT1253 FUNDA DE SILICONA PARA NINTENDO SWITCH 2 NEGRO";"https://static.nb.com.ar/i/nb_TRUST--GXT1253-FUNDA-DE-SILICONA-PARA-NINTENDO-SWITCH-2-NEGRO_export_b21de5896915e614cdd768f342c433a9.png";"10.5%";"20";"12 meses";"U$S";"9.93";"10.97";"1500";"14896.2";"16460.3";"Weight of main unit:102 g
Package Contents:Funda de silicona
Compatible Consoles:Nintendo Switch 2";"10.97";"16460.3";"";"";"TRUST  GXT1253 FUNDA DE SILICONA PARA NINTENDO SWITCH 2 NEGRO";"190";"275";"35";"130";"";"0";"TRUST"
"122996";"FML";"ACCESORIOS";"FLUXMAX PASTERMAX LIQUIDO BOTELLA 300CC";"https://static.nb.com.ar/i/nb_FLUXMAX-PASTERMAX-LIQUIDO-BOTELLA-300CC_export_c47e33a526460373fe8cb1e2686a8ce1.png";"21.0%";"14";"6 meses";"U$S";"4.06";"4.91";"1500";"6087.09";"7365.38";"";"4.91";"7365.38";"";"";"FLUXMAX PASTERMAX LIQUIDO BOTELLA 300CC";"275";"120";"65";"65";"";"0";"PASTERMAX"
"120442";"25122";"ACCESORIOS";"ACCESORIOS TRUST MOVI VOLANTE DE COMPETICION NEGRO GXT289";"https://static.nb.com.ar/i/nb_ACCESORIOS-TRUST-MOVI-VOLANTE-DE-COMPETICION-NEGRO-GXT289_export_77c471c78e14f5381a208cf8e05efc44.png";"21.0%";"20";"12 meses";"U$S";"84.01";"101.65";"1500";"126009";"152470.89";"Total weight:3160 g
    Number of buttons:25
    Steering wheel material:ABS
Compatibility:Windows";"101.65";"152470.89";"";"";"ACCESORIOS TRUST MOVI VOLANTE DE COMPETICION NEGRO GXT289";"500";"140";"243";"140";"";"0";"TRUST"
"120420";"25630";"ACCESORIOS";"ACCESORIOS TRUST CALYX CABLE ADAPTADOR USB-C A HDMI";"https://static.nb.com.ar/i/nb_ACCESORIOS-TRUST-CALYX-CABLE-ADAPTADOR-USB-C-A-HDMI_export_39c2735a043a7d892bc7d1dc74a12ec7.png";"21.0%";"5";"12 meses";"U$S";"13.39";"16.2";"1500";"20081.25";"24298.31";"    Connector from - to:HDMI TO USB-C
Cable length main cable:200 cm";"16.2";"24298.32";"";"";"ACCESORIOS TRUST CALYX CABLE ADAPTADOR USB-C A HDMI";"500";"140";"243";"140";"";"0";"TRUST"
"120434";"25418";"ACCESORIOS";"ACCESORIOS TRUST ESTUCHE RIGIDO PARA NINTENDO SWITCH RED GXT1248S";"https://static.nb.com.ar/i/nb_ACCESORIOS-TRUST-ESTUCHE-RIGIDO-PARA-NINTENDO-SWITCH-RED-GXT1248S_export_332327a20ccfbc9ff615e18045fcc10b.png";"10.5%";"20";"12 meses";"U$S";"8.83";"9.76";"1500";"13243.2";"14633.74";"Compatibility:gaming console, accessories
    Weight of main unit:220 g";"9.76";"14633.73";"";"";"ACCESORIOS TRUST ESTUCHE RIGIDO PARA NINTENDO SWITCH RED GXT1248S";"500";"140";"243";"140";"";"0";"TRUST"
